Review,Rating,Target
Good location is the only reason to stay there. The room was small and poorly light. The bathroom was very small. There was basically no furniture except for the bed and and a small desk. There was a straight back chair with stains on it. There was nowhere to put your clothes so you basically lived out of your suitcase. The WI-FI did not work. This place was a real piece of work. I would never stay there again.,2,1
"After departing from a nasty Air BnB we had booked and sadly paid for we had to look for a budget hotel and chose Days Inn. Very pleasant reception staff on arrival and during our stay, nice looking foyer. Sadly the room wasn't nice or pleasant however, in need of an overhaul especially the bathroom which was a bit evil and for some reason had no cold water just warm and hot! No fridge in the room just a space where one once lived. Hotel is close to Subway and not too noisy apart from the A/C units or ice machine if you are unfortunate enough to score that. Felt it was a bit overpriced for what you get. A spruce up with some paint or even clean grout would help a lot!",2,1
3 of us to a room. One double bed one single bed in a corner. Barely any space for our luggage.  Went and spoke to management to get another room they tried charging em 750$ per night that's MORE than what I paid for my flight and hotel together so whatever guess I have to slum it.  Bathroom was ridiculously small oh and we all got flea/bug bites.  Breakfast was included which was very small area and they ran out of food a lot it was buffet and some people couldn't have 1 or two sausages they had to have 6 or 8. They should have had someone serving so they didn't run out of food every day. We were here for 3 days I love New York and I'm here often. Usually staying in Brooklyn area with family. This location was great for Central Park and to subways to go to and from Times,2,1
Recently stayed here as part of a package asked to be close to New York central so that was the first disappointment as miles away in worst area I have ever stayed. Walked into Lobby to be meet by the worst smell imaginable made me vomit !!! smelt like cats and dogs had used it as a toilet. Given room key no help offered with luggage even though porter stood there open door to be meet by what I can only describe as the worst hovel and dirty smelly place ever. The room was falling apart literally and construction going on opposite room from 7am till 6pm loud jack hammering constantly. I complained and put it in writing but got no response from Hotel at all. No facilities at all no restaurant or bar so had to go out which I felt very uneasy to do as beggers druggies and general,1,1
"We stayed one week in the hotel, first 2 days in one room very very small where you cannot even open your luggage because of space, AC so noisy, old TV, bouble bed but I think for 2 children not for 2 adulds.We complain and we got a bigger room with an huge bed, much more space in the room. Furniture old like all hotels in NYC. AC is noisy in all rooms being the window installed one. Window cant be opened. Good thing: very close to metro station 96st, 4 elevators, cleaning good, good reception services, coffee from the house in the room, starbucks very close, supermarket under building, wifi quite ok.  Be carefully which type of room you book.",2,1
Stood at elevator for 10 minutes before another visitor told me this one not working.  They found out the day before.,2,1
"First - not an occasional globetrotter, have tons of experience with tons of hotels. The only good thing about it is the location. Not in the congested lower Manhattan area and yet minutes from it by subway, or an hour walk. Do not let yourself to be lured in by the photos of the old-NY style reception area. There is bad, worse, worst. And after that comes Days Inn. The room was stinky, moldy, dirty, clogged toilet, questionable power outlets (I was afraid something would happen every time I had to use them). The door served only as a visual blocking board between the room and the guests in the hallways, gaps all over, shaky. Moldy stinky old AC unit on the window. The room was facing the back side so every time we wanted to open the windows for some fresh air the only thing we",1,1
"Hi, My name is Bogdan B. I'm writing about the horror film taking place at the Days INN in New York. We have checked in september 1st, staying until september 5th/2017. I'm providing bunch of pictures from booth hotel rooms and halway as well (room #719 replacemt to > #431) To make long story short let pin point few things:  - we found cat poop in two different spots under the bed - very old, crappy AC unit with a black mold cover towel on the outside that got me and my 5year old daughter sick (whole room stinks as mold) - bathroom sink that once you use, you stand in water - destroyed, ripped, stained, dirty old carpets that make your feet black (disgusting to walk on) - construction side with scaffolding up to 8th floor - wallpaper that is coming off and ripped all the way",1,1
"The room I was given smelled horrible, like mold and was old, and has not been updated. There was a huge rust spot in the bathroom tub which was disgusting This room should never have been rented. I complained and was moved to a lovely and updated room on the 11th floor for the second and final night.I will never stay at this hotel again and will not recommend it.",2,1
"One example of the all around mediocre level of the hotel is the ""business room"" where the for pay computers and internet are slower then the free wifi on a Jet Blue plane.  Oh yeah, the free wifi only works half the time and only if you call the desk to reboot it.  To give credit where it is due, the help is friendly and helpful.  The decor is extremely tired, but is clean at least.  The in window air conditioners were up to the task although a bit on the noisy side. Almost forgot, about 1/2 hour after I checked in another guest that checked in later entered my room (1109) having been mistakenly checked into the same room!  That was a first!",2,1
This place is garbage.  the  room was small and there was no convenient power outlet to charge your phone.   The wifi in the rooms was not working. I was asked to sit on the lobby If I wanted to use internet !,1,1
"I get it.  NY hotels are expensive. But one expects a certain level of comfort for that $$. Days Inn is a run-down %#*& hole that hasn't seen any fresh paint, carpet, maintenance, or real cleaning in a long time.  Odors abound (there was likely mildew under that nasty carpet, and no amount of cheap perfume could mask it or the previous smoke - in an otherwise non-smoking room).  Bathroom fixtures were wobbly and at least 10 years old.  Bath tub needed a good scrub.  They definitely need to invest heavily in a serious face-lift, if they continue to charge anything over $100/night.  frankly, I think $79 would be all the place would be worth.  I read the reviews, and figured one night won't kill me (I had to stay in the area) but not again.  ""Location"" (or rather proximity to the",1,1
"Travelling is one thing I love doing and NYC was indeed a dream come true for me. Looking for accommodation was really tough especially in summer and good thing I was able to get a night at Days Inn after cancelling my reservation at The Jane Hotel which I find really too old, dirty and unsafe.   LOCATION. Very strategic. Literally near the train station when you plan to visit the Statue of Liberty, walking distance to CENTRAL PARK and just a short bus away to the TIME SQUARE.  Check-in wasn't rough esp. when you are greeted by a friendly staff. With my not-so-good and friendly experiences in other hotels in America, I would say this front desk staff named Jasmine was one of the bests...friendly and professional. Kudos girl (keep it up)! This industry needs you!   ROOM.  Well,",2,1
"I recently stayed here for 4 nights while traveling on business.  The place was recently renovated but doesn't look like it.  Two of my four mornings the fire alarm was going off around 6am and seemed to only be on my floor - no one was going outside and nothing was being done about it.  The free wifi was pretty inconsistent in the rooms.  The fitness center (if you can call it that) is 1 treadmill and one bike in the space of a small office.  The bathroom was large, but has the light switch on the wall behind the door opening.  You couldn't close black out shades so light came into the room every morning.  Positives: It is located in a good location close to subway and had a comfortable bed.",2,1
"The hotel is overpriced. The first room I received smelled was as if people were smoking inside at that very moment. I tried to call the front  desk to request a room change, but the in room phone did not work. I went back downstairs to the front desk, smelling like smoke, and asked for a different room. I was told that I would have to get a room on the business floor which was an additional fee. I had to except that, because it was no way I could spend another second in that smoky room. The location of the hotel was great, places to eat and the subway nearby. The people at the front desk were quite pleasant and helpful. Overall, the room and the bathroom needed an update and a thorough cleaning.",2,1
"The hotel is a good location. Laundry drop off across The street was good.    The room was very, very small. Woulda have been great for an individual, not a family.  They did provide us, with a complimentary roll away, which we sandwiched between the double bed and the wall.   They mentioned at check in about making sure we were comfortable with the room.   I figured that's basically what all the rooms were.   Needs updated badly, few tv channels, always had to ask for enough towels (only showed up once), bed was marginal and every morning was spent counting the bugs!",2,1
"Dark and dingy. The bed was a double, but seemed more like the length of a twin so I had to sleep diagonally. Also, the bed was not level so my head was lower than my feet. The air conditioning functioned reasonably most of the time, but was very loud and needed to keep running all night long. The wifi was unreliable and actually went down in the entire hotel for over 24 hours during our stay.",1,1
"Based on the other reviews about this dump of a hotel, I obviously got lucky and had a ""good room"" - a junior queen suite or something like that. $880 for 4 nights.  The location is great - there's a 1-2-3 subway stop a minute or so walk away. That's the only positive thing I can say.  The furniture in the room looked like the hotel bought it as a job lot from the demolition of a seedy motel in the worst part of some town. Two air conditioning units were so deafening it was hard to speak let alone here the sounds of the city. ADVICE: if you want a quite room, this ain't the place.  For the fours nights my wife and I were there, we were given exactly one 10ml bottle of shampoo - between us!  I was surprised that there was a disposable razor. For the first time ever I forgot mine.",1,1
"We stayed twice during a 2-week period, only because we could not book into a nearby hotel. The furniture, old desk/dresser combo, is awful. The second stay we had a file cabinet stuck in a corner. Few bathroom amenities, no washcloths, raggy face towels - we will not stay ever again.No wake-up call because phone was out, not fixed until during the 2nd stay, when another wakeup was asked. requested.The place is dirty, ice machines on only 2 floors.",1,1
This place was nasty    The maids went through our stuff and smoked pot in our room while we was out.  They would bring us extra towel nor fix the Ac    They charged us more then was told over the phone and more for parking then was also told and they told us oh well basically never again,1,1
"There were three things that kept me from giving this hotel a lower rating. First the Manhattan Diner just half a block away is AMAZING! Second is the 94 Corner Café - they have EVERYTHING and the pizza is fantastic especially at midnight after a long day in the city! Third, at least in our room, the bed was very comfortable. Other than that this place is HORRIBLE! It is beyond Filthy!! I refused to walk on the carpets without socks! We specifically called ahead to find out about parking our car and they said NO PROBLEM we have a lot - they don't have a lot, they have a garage. We drive a Suburban!! We were charged an extra $20 a day to park for an extra large SUV so $65 a day and not the $35 we were quoted on the phone to park in the lot they did not have! The hallways are SO",2,1
I would not recommend anyone to stay at this hotel as it was not at all what I expected...for the priceI paid it was definitely not worth it.,1,1
"We chose this hotel based on location and proximity to Columbia University, as we were attending our son's graduation. The room rates seemed very high 350 USD/night for a hotel with a 3 star rating on all travel websites, but the room photos on the hotel website looked modern and fresh. What a mistake. The photos on the website were an outright lie. The first room we were shown stank of smoke, had dirty carpets and a dirty hideabed (we booked a Queen suite as our son was with us), and the tiny room with the bed had the bed shoved against the wall with no end tables or lamps. The second room we were shown was only marginally better; again, dank smoke smells, dirty carpets, peeling paint, dirty radiator. The hideabed was horrible, sank in the center and the mattress was thin and",1,1
"We had two rooms on the premier floor, the 8th.  One room was WAY more premier than the other, both were severely lacking in just basic cosmetic fixes that would have easily bumped up my rating to average.  Stains on the carpet, peeling wallpaper, unusable hair dryer etc.  I've stayed in worse, I've stayed in better.  At the end of the day, I'd like alot more for my $300 whether or not I'm in NY, Erie, or anyplace USA.  $300 is alot of money and I expect more.  And don't be fooled:  indoor parking means a parking garage around the corner at $35 per 24 hour period.  Luckily we found street parking and it wasn't something I needed to deal with.",2,1
"From:  George Nieves              215 West 94th street              New York N.Y. 10025              Room 903  To whom it may concern:               With this letter enclosed is a check for the sum of $370.85. I have deducted the sum  $179.15 for two packages that have been confirmed by USPS as  delivered to me at said address on Thursday may 4th, 2017 which I never received.  This is not the first time this has occurred. In the past two years three packages have been lost or misplaced. On a different occasion a certified piece mail that was signed for containing a $2,500 check was also lost. Because the check came from overseas, the sender was notified by me and someone from your office, and a immediately stopped payment was put on the check. I was issued a second check",1,1
"The location of this Hotel was superb but the quality of the room left a lot to be desired! Wallpaper was coming off, the venetian blinds were broken, the lampshade was in shreds, the bath had rust around the end, the basin was cracked and so too were the floortiles! The hairdryer didnt work and neither did the power point it was plugged in to",1,1
The hotel was dirty there were Wallmark's a trash bin full of trash and a window air-conditioning unit with a cold beer came in there was no blanket it was just awful When we asked for the concierge there was no one present and no one can tell us what the closest church was the front of the hotel is true some trash bags and apparently there were people who lived in the hotel all the time I don't recommend this hotel the upper West side to anyone further I was told if we paid an extra amount of money we could be moved to the new were floors where everything was better this was not what we agreed upon The rate we found was found on Southwest Airlines through bookings.com I reported this to them and they did nothing be Careful,1,1
if you are looking for quality then this isnt the hotel for you...if you are looking for a budget friendly hotel to stay at with you being out and about and mostly being in the room a hour to 2 hours a day then its cool  Stayed here last year in a non smoking room and this year i stayed in a smoking room...night and day difference! Non smpking room tv mounted on the wall...nice desk rolling chair etc smoking room old flatscreen panasonic tv inside of a dingy and dirty dresser drawer dirty carpet dirty bath tub and the channel quality and reception on the tv is extremly poor! Its thw regular english broadcast with spanish people speaking over it and rather then the channels being clear its fuzzy as if it was running on a 1997 antenna!   Only good thing i will say is the front,2,1
I went with my sister mum and nephew 9 years ago  And we went back to hotel  Then around 10.30 a woman walked in with baseball cap and collar pulled up on coat  I jumped up and said what are you going in our room she replied sorry wrong room  I informed the manager next morning and she didn't care. I explained we could of been robbed!!! What's going on?? She walked off and wouldn't answer.  I asked a collegue and she wouldn't reply  So I don't know where it was genuine or why she got in our room but I wouldn't return. Not just due to the unwanted guest but also due to the flippant staff not taking my concerns to task  The hotel was nice hence me not giving one star.,2,1
"The whole hotel smelled strongly like smoke. The room was dirty (flies were flying around) and had old, ragged furniture. The bathroom smelled like bleach. The hotel was loud (thin doors).",2,1
I wish i had read the reviews before i booked. The staff were amazing and the bar across the road is fantastic. Its called whispers. These things were the only good things about this hotel. It kinda ruined my nyc experience. The smell of weed on the corridors is horrendous. I honestly thought the people who wrote this on the reviews were prob overreacting. They were not. I would imagine you would possibly get high if u stood in the corridor long enough. The rooms!!!!! I have no words. I have seen better squatter rooms on the tv. The carpets were so bad i had to wear my flip flops the whole time. Steer clear,2,1
"The hotel lobby was very clean. However, on many occasions the floor was dirty with stuff stomped into the carpet. The lift smelled badly of marijuana and occasionally could smell it on our floor and in the room. The room itself was disgusting, lots of attention paid to the sheets and bathroom but behind the bed was very dusty, the lamps had thick layers of dust, the plug sockets were unsafe as some were broken, furniture was all scratched and really worn, the radiator in the room was thick with dust and dirt, the valance round the bed was ripped, wallpaper was coming off of the wall. Some of the staff were unapproachable, I paid my room in cash and the boy at the desk took about 6 attempts at trying to count the money, which was time consuming and was rather annoying after",1,1
"We chose this hotel for location only as we were meeting family in the area. It is a basic hotel which we were aware of but it was very drab and tired looking in the bedroom & corridors. Lots of stains and old decor and not as clean as I would like. The first bedroom was reeking of tobacco even though we requested non smoking. Our request for another room was dealt with promptly without any hassle. This was adequate with a good shower and a comfy bed so we stayed. Noisy at night though with a bar opposite the hotel. We did have to ask for towels as there were none. The elevators also have a strange smell (marijuana maybe?). Not a hotel I would recommend with children. The positives are helpful staff, a nice lobby & good eating places nearby. Also close to Central Park.",2,1
"dirty, unmaintained, drab, confusing corridors , strange clientele . Reserved a room because of location. Big Mistake ! tv in room made in the 80's true antique. Scary people in the lobby. two lamps in our room were broken. Maid opened the door without knocking. and did not speak English",1,1
"For the two good points which kept me from rating this the lowest possible - good staff & good location.  Other than that this is an awful hotel.  Pictures are shown on their website and booking sites are of the nicer rooms you have to pay extra for.  If you don't you're put in an outdated, dirty and old room.  We could barely find our room because the door to our room was located through a door on the 8th floor in the STAIRWELL.  The carpet was disgusting, as in don't take your socks off.  There was a lot of mold in the bathroom and a dripping sink.  There was mold on the bed skirt.  Wallpaper is peeling, furniture is probably 20 years old.  There was no bedspread as shown in pictures of the hotel.  I'm really shocked the Days Inn parent company/franchise tolerates this.",2,1
"This hotel is horrible. The carpet is dirty and sink of bathroom is broken. The reservation shows free breakfast for two but instead they do not even other breakfast. When I checked out, the lady in front of me was asking the free breakfast for two thing as well. It seems a trick that works well for the hotel.",1,1
"This hotel is very well located, and fairly inexpensive by NY standards. Now the bad news, and this seems to be a universal problem, great foyer with plenty of uniformed staff, but scruffy rooms, too many staff whose sole purpose appears to be to hang around the foyer looking smart and not that interested in assisting customers. After taxes, it probably wasn't even that cheap. Why, oh why, don't hotels invest more in the rooms and less in flashy foyers?",2,1
"Our travel agent booked this establishment for us. So disappointed as the place is filthy and had the noisiest box window aircon ever. We have since read other reviews and seems our troubled stay is mild in comparison but none the less horrible. I can't believe Wyndam can continue advertising this hotel. Other than a laundry right across the road there isn't much going for this hotel. It's dirty, run down and the majority of staff it's a bother to them if you interrupt their day. Do yourself a favor and pay approx $100 extra a night and stay at a gorgeous establishment closer to Time Square. You will easily spend that each day catching cabs to and from downtown if you stay here. Plus very few places to eat and no restaurant facilities in hotel. Very very basic amenities. Feels",1,1
"Read poor reviews about this hotel and assumed other guests had just been fussy - how wrong I was. The hotels lobby is welcoming, and the location is decent - close to a subway (but everything's close to a subway in NYC). The room, though, was appalling. Dimly lit and dated, dirty bathroom and a a bath that wouldn't drain, plug sockets hanging off the wall, mold and damp on floors and walls, and a radiator that hissed and whistled through the night. Someone tried to get into our room at 4am so we couldn't sleep and felt unsafe. When I stepped out for a cigarette in the early hours to chill out I seemed to step right into the middle of a drug deal right outside the hotel.  We checked out as soon as we could and found somewhere safer to spend the rest of our time in Manhattan.",1,1
"I was sceptical after reading the reviews on here and then though to myself ""people only bother writing about the bad stuff"" right? Wrong! I wish I'd listened to what people were saying!  You are lured into a false sense of security when you arrive at the hotel, the lobby is nice and makes you think the rest of the hotel will be but it isn't.  My first room was like something out of a 1950s horror film. It was old, dingy and very very dirty - as in inch thick dust around the skirting boards, curtains that didn't close, tape around the windows etc - everything I'd read about previously and decided not to believe! We decided we only had to sleep there and would just deal with it. We went out but on retuning found water pouring through the light fitting in the bathroom from the",1,1
"So me and my family checked into hotel on 2/18/17,  got off elevator and smelled weed, room had mold, nasty carpet, toilet was running,the furniture was old and chipped,Checked out same day!!! Horrible condition. Ruined my vacation all together I do not recommend this hotel for anyone that is traveling from out of town and trying to find a decent place to stay, and if you have a good job you may not want to go there you may be tested positive for weed🗽🏨🖓 Poor excuse for a hotel",1,1
My wife and I spent last Friday and Saturday night at the Days Hotel on the upper west side of manhattan.    We could have enjoyed our stay had housekeeping not taken or thrown out a bag with parts for a coffee maker and a new bag of Zabar's coffee.  When we phoned the hotel manager and house keeping and lost and found to report this.....we got no where fast...we left a phone number12 times...left messages 12 times and no one bothered to return our call or to investigate with the person who cleaned the room... why he or she took a bag with parts of a coffee maker and a pound bag of unopened Zabar's coffee.....it was either thrown out or taken for personal use.,1,1
"This was clearly a hotel being used as a welfare boarding hotel.  The room was smoky and filthy.  The hallway was boarded up.  The rooms did not look close to what was being advertised. False advertising, be truthful tom people who are looking for some place economical but nice",1,1
"There wasn't a day that went by that I could walk out of my room and smell fresh air. It was either the smell of cigarette smoke or marijuana, mostly marijuana so bad it knocked you down once the elevator opened up. The rooms were extremely outdated and left in the 90s. Bathroom was dirty and molded. I wish I could say the service was great but sadly that isn't the case either. When asked what could be done about the smell the first time they just brought a can of air freshener. The second time, hotel security came up to our floor and said it was because a window was open that there's no way there are actually people smoking marijuana in the hotel, pushed my concern to the side and left. Also asked for new towels and wash cloths because they didn't bring any during maintenance.",1,1
"Absolute mess. First thoughts were great as you get to a newly renovated lobby thinking excellent for the price. After that everything else was dirty and horrible and the whole place constantly stunk. Walk into the tiny lift that stunk of cannabis with little all inside. Then you walk down the hallway with the mouldy walls and wallpaper peeling, again stinking. As we got into the room the radiator was leaking and making a screeching noise. There was mould on both the floor and ceiling, telly was antique and had no remote. The sink was out of place and could see all the moulding sealant round the bottom. The door frame wasn't even on properly on the cupboard.  The place is an absolute mess if they spent the money they have on the lobby on the rest of the place the hotel wouldn't",1,1
"We stayed here for 1 night with children as it was close to a scheduled appointment in the morning. It was beyond terrible. The entire hotel was very smokey and lots of people hanging out in the lobby. The pictures on the site are not close to accurate. The room was gross, wallpaper peeling off the walls, dirt and whatever else just piled on rug and walls, beds unsleepable as they snuck in the middle badly. Not a place you want to take your shoes off for sure! Bathroom had a leak and the smell of weed was insane! Overall extremely run down and absolutely not a place to stay at with children.",1,1
"The location was excellent, but the place smelled of smoke and was not very clean. The carpet had stains, no microwave, and they charge $25/day for a small refrigerator. However, the staff was helpful and kind.",2,1
"This hotels saving grace is the staff who have been lovely.  It is close to the subway and Central Park.  The positives stop there.  The hotel stinks of cigarettes as some rooms are smoking rooms.  Our room was basic and very tired looking.  The worse part, it is absolutely freezing.  The bathroom is the coldest bathroom I have ever been in, socks are a must to cope with the tiles!! Wr have been cold in our very small bed at night.  We asked for more blankets which we were given but when you have window that is surrounded in black duck tape you worry, and the draft is more like a howling gale!!! When we arrived our room smelt of having been cleaned but with the over use of very strong air spray or product to the point it made us feel sick and had to open the windows.  Are door",1,1
The bed was really old the TV was really old the room looks like a motel room the elevator can only hold 2 people with lauggage. I was expecting more from this place it looks like the owner invest $0 dollars in this place. This place needs a big renovation. The staff were really good that is the only good thing about this place I ask myself if they paying them minimum wage???,1,1
"This Hotel is in the Upper West Side on W 94th St & Broadway, subway right across the street. Good location and convenient to all sites. The Big downfall:  Hotel is old and needs a refresh. Lousy internet, barely connectable, signal losted continously. Very annoying when you work online. Water takes about 7/10 min to get hot which is a waste of water. Not sure if I would stay her again.",2,1
"Myself and my brother spent 4 nights here in a non smoking room with 2 doubles. First impressions of the outside of the building was that it could use a bit of a clean, the signs were darkened by dirt and only marginally cleared when it snowed. The entrance and foyer were quite nice, clean and well kept. However it all began going downhill once we stepped in the lift. It was dark, dirty and stunk of marajuana. I believe laws in New York allow weed to be smoked but I think lines should be drawn when it affects the smell of the whole of the hotel!! There were small children in the room next to us for god sake! Our actual room forunately didn't smell of it but it was dreary, in serious need of updating and we needed to be moved to another room because of broken WiFi on that floor.",2,1
"Stayed here for one night. The place is extremely old and dump looking right from the get go.  When I walked into my room, I was greeted with hissing noises from the radiator and the smell of smoke, either from cigarettes or the radiator I couldn't tell.   This place needs to be thoroughly cleaned and updated.",2,1
"A few friends and myself were looking for something on a budget to try and get to NY during December.  This hotel is very basic and in some ways really lets itself down.  The first room my cousin and myself were given was through a fire exit door and it was an absolute tip.  I only looked in and walked straight back out and went down to reception and advised that it was filthy and I would not stay.  I had read that you could upgrade your room and we had tried to do that via the internet before we arrived but the hotel didn't respond.  We were eventually given a family room with 2 double beds which was nice for the two of us.  I have to say that the room was clean, and there was a maid service everyday.  It is a very tired hotel and a couple of the desk staff are not very nice.",2,1
"Now I don't do this very often but I'm actually sitting in the room now in resort writing a review, normally I will do this on a return trip.  Booked through British Airways I expected this to be a little better quality that first imagined, the hotel is nice to a degree but has lots of issues that make it not worth staying in my opinion.  To be fair we wanted a hotel that we could just put our head down as we would be out most of the time, this hotel has clean bedding and the bed is comfortable; however the rest of the room is somewhat not so nice.  So here are a few issues.  The Hot Water...  The shower is powerful but you need to let the water run for 10 or so minutes to get hot, you can be lucky but would seem this room not so lucky according to the maintenance chap.  The",2,1
"All day I enthusiastically walked the city with family members, and was so looking forward to a hot, relaxing bath, and then some rest. My feet and calves ached. The tub stopper did not work. Could I try a foot soak in the sink? No.There was no sink stopper. Hot showers did not stop the muscle spasms, and so I had a sleepless night. Such a shame, because everything else about the city and my contacts there had been perfect.",2,1
"Let me start from the top. The young bell boy who helped us from the time we got out of the cab with our luggages is the most effective staff of this particular hotel.  Upon arrival at front desk, we inquire about upgrade. Lobby cost is triple the price to do it on my phone app. Worst. They can cancel your current check in so you can get the upgraded room for the lesser price on phone app. But it's pass cancellation period. Prior to asking if there is privileges for being a platinum tier of group: Not really. As explained. Guest should be wis enough to know that as per CSR. Main problem. Upon our entry to the room, it is cold. We turned on the a/c that goes to 85 degrees, still cold wind comes out for more than 30 mins. I'm not gonna go to detail but this is our complaint",1,1
"This hotel may have been great at one point in time but now it's severely in need of renovations. The photos advertised for this hotel are not accurate based on our room's presentation.   Pros: What saved this hotel from a one star rating was how nice the staff were. We were checked in quickly and they held our bags until 10pm.   Cons: To be frank, our room was horrible. When we arrived the bed sheets were wrinkled and untidy. The bathroom was very old and our towels had hair in them. The TV was also old....I'm talking the huge block shaped TVs before flat screens were invented. Only 5-10 channels tops. Even though the heat was on, the room remained cold and there was barely a comforter on the bed. The window as so dirty it had a white hazy frosted look, so no city view. In",2,1
"My sister and I traveled to NYC to take in the holiday sights. We had four fun packed days planned! On our arrival, we checked into the Days Hotel on Broadway and 94th.   Another family we knew we also staying in this hotel. Our room was on a floor that had not been refurbished. The other family was on a redone floor. Our room had no frig or microwave, broken tv, telephone that did not work (you had to email the front desk), and only one towel. We were only in the hotel to sleep, and were quite comfortable as long as the air conditioner was on high (it was 20° outside).  I would not recommend this hotel for your NYC stay!!!",2,1
"Arrived for the weekend 2 adults and 2 kids. Found the hotel in a very accessible location a block from the 96 st subway station. The room was OK but in a second glance you can notice a need of a renovation or at list a cote of paint over the doors, the shower was not appealing with scratches and marks on the tubs flour and on a cold night like ours was, you had to wait forever for hot water. While I was waiting to speak to the front desk I heard other complaints of heating that doesn't work, misplaced parcels and other calls... Oh, and there was a party on PH level, we did not hear it in the room but the common areas were very loud.",2,1
"As a traveling professional I've stayed at a myriad of hotels and never have I stayed in a hotel room as bad a shape as this one. No heat/hot water, no thick comforters, broken tv and the most dangerous was the metal bar protruding from the mattres that ended up cutting my leg as I slept.",1,1
"There were cockroaches in our first room !!!!  In the bathroom , on the pillows it was awful , thankfully we were  given a new room which had been slightly updated, there was a new bathroom fitted.  This was not my best hotel experience , we booked through booking.com for six nights and it cost us €750 (euros) for a double room with bathroom, board only, which for New York is not badly priced.  However keep your expectations low the hotel is old  and grubby , the hallways and stairwells are overbearing with cooking smells I don’t know if guests were cooking or if the hotel has long term residents  either way it wasn’t pleasant.  Our room was old but an improvement on the first one which was comparable to a scene from a Bugs Life, our bed was made up every day but our bin was not",1,1
"The quality of the Days Hotel Broadway on W. 94th St. in Manhattan was deplorable.  I booked through hotels.com in advance and that was unfortunate.  I had little leverage with getting any money back while staying at the hotel.    When I arrived on Dec. 7th I was in a room where the wallpaper was peeling, the A/C had parts missing and operated poorly.  The TV was from the 90s and the remote did not work.  Both sides of the mattress had metal prongs sticking out that jabbed your skin as you got in and out of the bed.  The night table had a drawer with a missing handle.  The carpet had major stains and tears in it.    I requested another room the following morning as they were booked fully the night I arrived.  That was an inconvenient experience as I had to leave my bags at the",1,1
"Hello I have stayed at many hotels  and being in my mid forties I remember getting cheap rooms for 50 bucks to just party in as a kid.  This was the WORST room I ever stayed in. Bath tiles loose and falling out rusted sprinklers on ceiling , paint stained chairs a lamp powered by extension cord running across a quarter of room.  Lamps falling apart , wall paper that they must have repaired something and did a poor job to patch it. It was all peeling and falling off wall ,  pictures show flat screen tv on wall we got old tube tv.   Bed came with just white sheets no blanket or anything on it had to call and ask for one  . The Ac let in cold air on us all night. The heat didn't work.  It was bad I am so disappointed in this hotel. The lobby is beautiful and as soon as u step onto",1,1
"My husband, my 3 year old son and myself came to the days inn on December 9, 2016. When we got off the tiny broken down elevator the smell hit us like a ton of bricks. The walls were filthy with stains all over them. When they opened the door to our room we were in shock. It was the most disgusting hotel room I've ever seen. Wallpaper peeling off the walls, a hole In the wall. Blinds were broken and cracked. The heater on the floor was layered in inches of dust and dirt. The air conditioner was filthy, the tv was old and didn't work, the mattress had holes in it. The floors looked like that hadn't been vacuumed in years and the smell was awful. We immediately had to find a new hotel room and fast. So we had to re pack the car and pay more money for another room. I was afraid to",1,1
Kids got bit up by something and bath tub was clogged causing dirty water  to stay n tub water didn't get hot either,1,1
"I've stayed here 3 times because it's cheap and convenient to where I need to be, but will have to look around because I. just. cant. stay. there. again. The ""good"" rooms have the purple under-bed prostitute lighting, pleather headboards, and enough toxic air freshener in the air to make you cough, and in all of the rooms I have stayed in I feel like I need sanitize everything that I own after staying there. This time was the final straw where the entire floor (stained carpet, bizarre dirty cubbies, and dark/dank/peeling paint aside) smelled intensely like vomit, so much so that I almost followed suit. My boyfriend went down a floor and said we should consider ourselves lucky based on the smell of the floor below us was of other bodily fluids that if possible was worse. TOTAL",1,1
"Would not recommend this not even for ""cheap"" price! What you get here is: - careless staff  - noise from everywhere (we could here a few rooms away's intimacy as they were in the room with us) and constant beep sound that we couldn't place where it came from -hot boiling shower that doesnt change temperature (or you burn yourself, or you burn yourself, no choice!!) - room service left our room open and we realized after a whole day away, luckily we had put our valuables in the safe!! And my luggage, left closed by myself, was found open too, maybe to put my clothes back in there ?!?  - we decided not to get room service done anymore because they were not giving complete reset-up  - Elevators noisy and slow - None of the three vending machine worked, one of them just steals",1,1
"This hotel must be one of the worst in New York,the room smelled awful. The carpets in the hall ways were discousting,the paint is pealing off the walls.the T.V in the rooms are from the 90s. I would never stay there again.",1,1
"Called for room service three times, to request a blanket, no one answered. Rooms were extremely cold. You could hear other people's conversations. We had a non smoking room, but the hallways smelled of cigarettes. Bad first impression.",2,1
"I have to assume that this hotel is undergoing renovations so some get clean modern rooms and some get beat-up rooms with sad mismatched grandma furniture, carpet with mysterious stains, and the kind of bathroom that make you keep your shoes on.   My son and I got the second kind. It was probably meant to be the room designated for wheelchair users. It was big and had a roll-in shower with a plastic bench. The bathroom floor was so uneven that I'd be afraid a person with balance or mobility issues would go down.   The room smelled vaguely of smoke and air freshener. There was no wifi. The TV was the chunky kind.   The elevator smelled smoky enough that my clothes stank. There was wifi in the lobby. The employees at the desk were nice.   Based on my experience, two-and-a-half",1,1
